Author,Song Name
Rabindra Nath Tagore,নীল আকাশের কোণে কোণে ঐ বুঝি
Rabindra Nath Tagore,আর রেখো না আঁধারে
Rabindra Nath Tagore,একি মায়া লুকাও কায়া
Rabindra Nath Tagore,তুমি যে এসেছ মোর ভবনে রব উঠেছে ভুবনে
Rabindra Nath Tagore,তপের তাপের বাঁধন কাটুক রসের বর্ষণে
Rabindra Nath Tagore,অবেলায় যদি এসেছ আমার বনে
Rabindra Nath Tagore,হাসিরে কি লুকাবি লাজে
Rabindra Nath Tagore,গানে গানে তব বন্ধন যাক টুটে
Rabindra Nath Tagore,আমি নিশি নিশি কত রচিব শয়ন
Rabindra Nath Tagore,"যায় দিন, শ্রাবণদিন যায়"
Rabindra Nath Tagore,আমার যা আছে আমি সকল দিতে
Rabindra Nath Tagore,এসেছিনু দ্বারে তব শ্রাবণ রাতে
Rabindra Nath Tagore,তোমার দেখা পাব বলে এসেছি-যে সখা
Rabindra Nath Tagore,তোমার সুর শুনায়ে
Rabindra Nath Tagore,হিমের রাতে
Rabindra Nath Tagore,কৃষ্ণকলি আমি তারেই বলি
Rabindra Nath Tagore,আনন্দধারা বহিছে ভুবনে
Rabindra Nath Tagore,কেটেছে একেলা বিরহের বেলা
Rabindra Nath Tagore,স্বার্থক জনম আমার
Rabindra Nath Tagore,অন্তর মম বিকশিত করো
Rabindra Nath Tagore,শ্রাবণের গগনের গায় বিদ্যুৎ চমকিয়া যায়
Rabindra Nath Tagore,হে মহাজীবন হে মহামরণ
Rabindra Nath Tagore,অজানা খনির নুতন মণির
Rabindra Nath Tagore,মাটি তোদের ডাক দিয়েছে আয় রে চলে
Rabindra Nath Tagore,এই-যে কালো মাটির বাসা শ্যামল সুখের ধরা
Rabindra Nath Tagore,তুমি হঠাৎ হাওয়ায় ভেসে-আসা ধন
Rabindra Nath Tagore,শুন লো শুন লো বালিকা
Rabindra Nath Tagore,আজি মোর দ্বারে কাহার মুখ
Rabindra Nath Tagore,জাগরনে যায় বিভাবরী
Rabindra Nath Tagore,তুমি কোন্‌ পথে যে এলে পথিক আমি দেখি নাই তোমারে
Rabindra Nath Tagore,সখি বহে গেল বেলা
Rabindra Nath Tagore,ওদের সাথে মেলাও যারা চরায় তোমার ধেনু
Rabindra Nath Tagore,দোষী করিব না
Rabindra Nath Tagore,যতক্ষণ তুমি আমায় বসিয়ে রাখ বাহির-বাটে
Rabindra Nath Tagore,ওরে যায় না কি জানা
Rabindra Nath Tagore,বিরহ মধুর হল আজি মধুরাতে
Rabindra Nath Tagore,ধীরে ধীরে ধীরে বও ওগো উতল হাওয়া
Rabindra Nath Tagore,অনন্তসাগর মাঝে দাও তরী ভাসাইয়া
Rabindra Nath Tagore,পথ চেয়ে যে কেটে গেল
Rabindra Nath Tagore,গানে গানে তব বন্ধন যাক টুটে
Rabindra Nath Tagore,বসন্তে আজ ধরার চিত্ত হল উতলা
Rabindra Nath Tagore,নূপুর বেজে যায় রিনিরিনি
Rabindra Nath Tagore,"হে মাধবী, দ্বিধা কেন"
Rabindra Nath Tagore,জীবন যখন শুকায়ে যায় করুণাধারায় এসো
Rabindra Nath Tagore,তোমার অসীমে প্রাণমন লয়ে যত দূরে আমি ধাই
Rabindra Nath Tagore,কখন দিলে পরায়ে স্বপনে বরণমালা
Rabindra Nath Tagore,মম যৌবননিকুঞ্জে গাহে পাখি
Rabindra Nath Tagore,জীবন যখন ছিল ফুলের মতো
Rabindra Nath Tagore,তোমার মোহন রূপে কে রয় ভুলে
Rabindra Nath Tagore,তোমারি রাগিণী জীবনকুঞ্জে
Rabindra Nath Tagore,যেতে দাও গেল যারা
Rabindra Nath Tagore,কেন সারা দিন ধীরে ধীরে
Rabindra Nath Tagore,লক্ষ্মী যখন আসবে তখন
Rabindra Nath Tagore,"প্রাণে গান নাই, মিছে তাই ফিরিনু যে"
Rabindra Nath Tagore,কান্নাহাসির-দোল-দোলানো পৌষ-ফাগুনের পালা
Rabindra Nath Tagore,তুমি বাহির থেকে দিলে বিষম তাড়া
Rabindra Nath Tagore,আমার দিন ফুরালো ব্যাকুল বাদল সাঁঝে
Rabindra Nath Tagore,আজিকে এই সকালবেলাতে
Rabindra Nath Tagore,তুমি যত ভার দিয়েছ
Rabindra Nath Tagore,"জয় হোক, জয় হোক নব অরুণোদয়"
Rabindra Nath Tagore,আমি মারের সাগর পাড়ি দেব বিষম ঝড়ের বায়ে
Rabindra Nath Tagore,যারে নিজে তুমি ভাসিয়েছিলে
Rabindra Nath Tagore,"আমি হৃদয়েতে পথ কেটেছি, সেথায় চরণ পড়ে"
Rabindra Nath Tagore,আয় তবে সহচরী
Rabindra Nath Tagore,আজি বর্ষারাতের শেষে
Rabindra Nath Tagore,"নয়ন ছেড়ে গেলে চলে, এলে সকল-মাঝে"
Rabindra Nath Tagore,জীবনমরণের সীমানা ছাড়ায়ে
Rabindra Nath Tagore,দিনগুলি মোর সোনার খাঁচায় রইল না
Rabindra Nath Tagore,তোমার খোলা হাওয়া
Rabindra Nath Tagore,আজি বরিষণ মুখরিত শ্রাবণ রাতি
Rabindra Nath Tagore,পথে চলে যেতে যেতে কোথা কোন্‌খানে
Rabindra Nath Tagore,আমার মুখের কথা তোমার নাম দিয়ে
Rabindra Nath Tagore,"বাসন্তী, হে ভুবনমোহিনী"
Rabindra Nath Tagore,"একি লাবণ্যে পূর্ণ প্রাণ, প্রাণেশ হে"
Rabindra Nath Tagore,"চরণধ্বনি শুনি তব, নাথ, জীবনতীরে"
Rabindra Nath Tagore,বসন্তে বসন্তে তোমার কবিরে দাও ডাক
Rabindra Nath Tagore,আমার হিয়ার মাঝে লুকিয়ে ছিলে
Rabindra Nath Tagore,আমার এই রিক্ত ডালি
Rabindra Nath Tagore,"ও আষাঢ়ের পূর্ণিমা আমার, আজি রইলে আড়ালে"
Rabindra Nath Tagore,অনেক পাওয়ার মাঝে মাঝে
Rabindra Nath Tagore,তোমরা যা বলো তাই বলো
Rabindra Nath Tagore,পুব-হাওয়াতে দেয় দোলা
Rabindra Nath Tagore,আজ কি তাহার বারতা পেল রে কিশলয়
Rabindra Nath Tagore,যে ফুল ঝরে সেই তো ঝরে
Rabindra Nath Tagore,ওগো বধূ সুন্দরী তুমি মধুমঞ্জরী
Rabindra Nath Tagore,তুমি বন্ধু তুমি নাথ নিশিদিন তুমি আমার
Rabindra Nath Tagore,তোমার আসন পাতব কোথায় হে অতিথি
Rabindra Nath Tagore,জাগরণে যায় বিভাবরী
Rabindra Nath Tagore,বল দাও মোরে বল দাও
Rabindra Nath Tagore,ছুটির বাঁশি বাজল যে ওই নীল গগনে
Rabindra Nath Tagore,ক্লান্তি আমার ক্ষমা করো প্রভু
Rabindra Nath Tagore,যে তোমায় ছাড়ে ছাড়ুক
Rabindra Nath Tagore,আমরা তারেই জানি তারেই জানি
Rabindra Nath Tagore,হে মোর দেবতা ভরিয়া এ দেহ প্রাণ
Rabindra Nath Tagore,অন্তর মম বিকশিত করো
Rabindra Nath Tagore,অভয় দাও তো বলি আমার
